1133,神丘小学校前
991,上木間内
833,上札苅
1073,上里
1115,上三本杉
782,上新川
845,上新道
284,上新湊
31,上谷好
1143,上種川
767,上豊野
707,上西山
1101,上ノ国
1098,上ノ国駅前
1099,上ノ国学校前
1100,上ノ国病院前
982,上の山
324,上日浦
115,上藤城
728,上本茅部
353,上御崎
853,上森越
1226,上八雲
1339,神山サンクス前
470,上湯川小学校下
823,亀川
1304,亀田八幡宮前
997,鴎島入口
918,唐津
736,川向
732,学林前
1186,賀老
388,銀座通
218,北美原クリニック前
94,機関区前
101,桔梗　
130,桔梗５丁目団地
98,桔梗小学校前
201,桔梗中通
203,桔梗福祉交流センター前
197,北石川
438,北高校正門前
545,北島三郎記念館
429,北中学校通
10,北浜町
188,北美原小学校前
192,北美原２丁目
558,北美原２丁目５
557,北美原２丁目１６
549,旧イギリス領事館
570,共愛会病院正門前
376,共愛会病院前
372,教育大学前
406,教育大通
387,金融公庫前
668,木直
341,旧古武井小学校前
1338,桔梗町４１８
839,木古内駅前
841,木古内上町
836,木古内漁港前
847,木古内自動車学校前
838,木古内下町
835,木古内のとや前
840,木古内本町
208,北大川
1272,北清川
1144,北住吉
765,北豊津信号所前
72,北長橋
1037,北西浜
758,北浜
1123,北桧山
1293,北日吉小学校前
1097,北村
1096,北村一区
1105,木の子
990,木間内
825,旧泉沢小学校
831,旧札苅小学校
1000,旧関川家前
1086,旧富里学校前
78,旧中山分校前
1271,清川陣屋
940,清部
879,漁家団地入口
684,漁業研修所
506,函館空港
503,空港団地
502,空港団地入口
242,栗の木公園
282,黒岩
762,黒岩（八雲）
761,黒岩駅前
1152,クアプラザピリカ
1198,久遠神社前
1197,久遠西部
1196,久遠東部
24,久根別
1282,久根別２丁目
1249,久根別駅
87,久根別九号橋
1285,久根別公住団地
1288,久根別３丁目
23,久根別小学校前
1281,久根別住民センター
1286,久根別住民センター前
1280,久根別団地
1287,久根別２丁目
1032,熊石
1050,熊石高校前
1033,熊石病院前
1158,国縫
769,国縫三区
1157,国縫六区
151,警察署前
368,競馬場前
264,競輪場通
420,芸術ホール前
662,見日
1027,見市
1088,見市温泉
1012,元和
149,五稜郭
150,五稜郭公園入口
225,五稜郭公園裏
618,五稜郭タワー前
419,五稜郭病院前
391,公会堂前
425,工業高校裏
424,工業高校前
493,香雪園
498,香雪団地
239,高野寺
396,高龍寺前
432,国立病院前
369,駒場車庫前
590,駒場通
342,コミュニティーセンター前
540,函館国際ホテル
613,コープさっぽろ末広西店
346,古武井
345,古武井漁組前
656,後駒
530,ゴルフ場入口
1160,コイトイ川
1239,公園通１丁目
58,工業団地前
1259,廣照寺
1106,光明寺前
1263,公民館
945,交流館前
856,交流センター
829,幸連
1319,国保病院前
1029,国民宿舎前
884,小谷石
1124,寿町
939,小浜
706,駒ケ岳駅通
843,駒木団地前
694,駒見
876,こもれび温泉
861,頃内橋前
954,五勝手
1003,五厘沢
1218,古櫓多
386,サンリフレ函館
393,幸坂
398,栄町
511,坂の下
93,佐々木病院前
585,サッポロドラッグストアー日乃出店前...
129,三育小学校前
47,桜ヶ丘団地前
641,産業会館前
108,桜岡
734,栄浜（八雲）
1011,栄浜（乙部）
832,札苅
931,札前
932,札前漁港前
795,さわやかセンター下
791,砂原押出
807,砂原５丁目
804,砂原３丁目
801,砂原支所前
800,砂原中学校前
796,砂原西
792,砂原西１丁目
797,砂原西４丁目
803,砂原２丁目
811,砂原東３丁目
809,砂原牧場前
799,砂原幼稚園
805,砂原４丁目
810,砂原６丁目
778,三岱入口
1116,三本杉
384,市役所前
422,市立函館高校前
281,銭亀支所前
370,市民会館・函館アリーナ前
522,新川汲トンネル
91,JR車両所前
178,自衛隊前
567,児童公園
479,児童公園前
389,十字街
537,浄光寺
161,浄水場下
233,陣川団地前
232,陣川町
97,昭和
418,昭和１丁目
417,昭和営業所前
414,昭和小学校前
452,昭和ターミナル
416,昭和タウンプラザ
413,昭和高台
381,昭和通
415,昭和２丁目
145,昭和橋
436,職業能力開発センター前
373,白鳥町
533,白鳥町１３
532,白鳥橋
458,白百合学園前
566,四稜郭入口
143,新川町
362,新世橋
220,新都市病院正門前
451,新都市病院前
320,新二見
285,新湊
54,しんわの湯
601,松風苑前
395,称名寺通
308,汐首
307,汐首神社前
309,汐首灯台
286,汐泊川橋
279,志海苔
280,志海苔漁港前
664,島歌
651,清水
167,下赤川
294,下石崎
627,下岩戸
643,下臼尻
632,下大舟
305,下釜谷
283,下黒岩
663,下見日
328,下豊浦
323,下原木
289,下古川町
336,下女那川
338,下寄貝歌
646,精進川
644,称念寺前
524,白滝橋
670,白井川
1110,汐吹
1017,汐見
621,鹿の湯前
689,鹿部駅前
619,鹿部出張所
674,鹿部神社前
622,鹿部築港前
692,鹿部牧場前
675,鹿部役場前
935,静浦
936,静浦団地前
723,史跡公園前
893,慕舞
1254,島川小学校
1257,清水川会館
59,清水川
1069,下旭岱
1057,下小黒部
820,下釜谷（木古内）
988,下木間内
828,下幸連
830,下札苅
623,下鹿部
1081,下館
928,下館浜
1139,下種川
1156,下茶屋川
1128,下中
848,下中の川
729,下濁川
709,下西山
682,下浜中
1182,下二俣
1193,下宮野
700,下吉野山
1175,下若松
1084,集会場前
981,松園
1318,正法寺前
1283,昭和１丁目（上磯）
1277,昭和会館
909,白神
904,白神トンネル
86,白川
711,白川入口
907,白神下町
894,白符
760,シラリ川
860,知内公園入口
858,知内高校前
855,知内出張所
867,しりうち道の駅
1361,四稜郭
1090,シルバープラザ
304,白い浜
783,新川
962,新地町
798,新都市砂原病院前
70,新函館北斗駅
1071,新町
844,新道（木古内）
62,新道
1331,新村
1322,神明
978,森林管理署前
747,自動車学校前
123,蓴菜沼
862,上雷神社前
864,上雷中央
863,上雷東部
994,陣屋団地
365,杉並町
594,鈴かけ通
441,すずらんの丘
427,すみれ団地
20,七重浜の湯前
1334,水産海洋研究センター前
1222,末広十字街
1301,杉本新聞店前
1134,鈴岡
1093,砂川
1002,砂坂海岸林
1146,住中橋
1145,住吉橋
485,生協団地前
251,世界救世教前
504,瀬戸川町
409,清尚学院高等学校前（高台通）
311,瀬田来
889,青函トンネル記念館前
1150,生産センター前
1079,清和
1209,背負越
1039,関内
1260,せせらぎ温泉
1118,瀬棚温泉前
1119,瀬棚開建前
1120,瀬棚川尻
1117,瀬棚市街
1125,せたな町役場通入口
1345,瀬棚フェリーターミナル
1005,瀬茂内
873,千軒
872,千軒中央
531,銭亀沢中学校前
1342,膳棚
1235,総合運動公園
1023,総合センター前
4,総合福祉センター裏
380,総合福祉センター前
63,総合分庁舎前
705,曽田牧場前
132,園田通
255,第３・新東山墓園
494,高丘町
410,高台坂下
547,高田屋嘉兵衛像前
612,高橋病院前
274,高松町
499,滝沢町
500,滝沢町旋回所
262,啄木小公園
152,田家入口
535,田家コミュニティ
374,田家町
534,田家町１４
435,団地通
598,玉久・ホテル万惣前
672,立岩
1200,大成学校前
1199,大成総合支所前
30,太平洋セメント
107,高見下
1210,高山下
1108,滝沢
1107,滝沢学校前
1004,滝瀬
1075,滝野
1076,滝野神社
883,滝の澗
1223,田代
1030,畳岩
1082,館
1042,建石
923,建石団地前
753,立岩入口
1009,館浦
846,建川
900,館崎
1080,館下
929,館浜
1022,館平漁業組合前
33,谷川小学校前
32,谷好住民センター入口
1141,種川温泉入口
1142,種川小学校前
1140,種川橋
1129,玉川公園前
1024,第一泊川
1203,第一富磯
875,第三元町
698,大信寺前
824,大泉寺前
1205,第二富磯
1202,第四上浦
224,中央図書館前
144,千歳町
454,中央小学校前
95,中央昭和
449,中央自動車学校前
148,中央病院前
550,中華会館前
593,中部高校裏
174,中部高校前
210,町民センターコモン前
147,千代台
604,竹葉新葉亭前
301,潮光中学校前
360,銚子
359,銚子本村
655,著保内
206,中央大川
55,中央東前
1114,小砂子
1066,地久橋
1155,茶屋川
1154,茶屋川橋
1244,中央２丁目
1243,中央３丁目
1258,中央清水川
1307,中央小学校裏
1278,中央千代田
685,中央出来澗
814,中央当別
773,中央濁川
775,中央農道
1274,中央文月
681,中央本別
743,中央山越
1159,町営住宅前
924,町営団地前
905,町境
1191,長生園前
117,長万川
1008,町民会館前
857,町民センター前（知内）
950,町民センター前（松前）
1279,千代田
611,つな生花店前
916,月島
1316,蔦屋書店前
1344,鶴岡大谷地
1320,鶴岡禅燈寺前
363,テーオーデパート前
160,低区貯水池
517,鉄山
687,出来澗入口
686,出来澗築港前
1237,田園大橋
488,電話交換局前
314,戸井支所前
187,特別支援学校前
358,椴法華支所前
471,トラピスチヌ入口
536,道営大川団地
169,道南四季の杜公園
412,桐花通中央
240,東照宮参道
318,東部浜町
539,東横イン函館朝市前
175,時任町
490,戸倉ヶ丘団地入口
468,戸倉中学校下
467,戸倉町
616,登山口入口
357,椴法華小学校前
154,富岡
573,富岡温泉前
576,富岡３丁目３６
575,富岡中央公園
327,豊浦
636,豊崎
529,豊原町
84,道営住宅前
316,戸井
315,戸井高校入口
319,戸井築港前
300,戸井西小学校前
638,東海
992,峠沢
120,峠下
1190,峠下（久遠線）
119,峠下小学校前
812,灯台入口
906,灯台下
1083,東部館
815,当別駅前
816,当別トラピスト入口
865,東莱
1240,常盤３丁目
528,とちの木橋
1094,椴川
313,泊町
968,泊
1025,泊川
1135,トマンケシ
1204,富磯中央
977,富栄
35,富川
34,富川会館前
1087,富里
1121,豊岡
999,豊川町
1328,豊田
766,豊津
768,豊野
897,豊浜（福島）
1018,豊浜（乙部）
998,豊部内橋
1104,寅の沢
1229,トラピスチヌ前
1290,トラピスチヌ前
719,鳥崎
718,鳥崎橋
1010,鳥山
378,中の橋
331,中浜
332,中浜団地前
665,汀浦
340,なとわえさん前
352,七つ岩
976,中網
1055,中網神社前
965,中歌町
1045,中貝取澗
1147,中里小学校前
1148,中里七号
1326,中須田一区
1330,中須田三区
1327,中須田神社前
1329,中須田二区
1336,中須田四区
1289,中富栄
1268,中野
785,中の川（砂原線）
849,中の川（知内）
135,中の沢
1343,中の沢（上ノ国）
1163,中の沢駅前
1162,中の沢三区
131,中の沢小学校裏
103,中の通
1250,中野通１丁目
1266,中野通会館
1184,中二俣
914,中道
82,中山随道
1041,長磯
1040,長磯岬
71,長橋
110,七飯
1353,七飯駅入口
139,七飯高校前
1360,七飯桜団地
1351,七飯桜町
138,ななえ新病院
88,七飯中通
16,七重浜
15,七重浜１丁目
48,七重浜駅通
49,七重浜５丁目
18,七重浜7丁目
21,七重浜8丁目
447,七重浜保育園前
112,七飯本町
1352,七飯本町２丁目
111,七飯役場通
136,七飯役場前
1211,生渕
1034,鳴神
109,鳴川
472,西旭岡１丁目
478,西旭岡３丁目
476,西旭岡２丁目
473,西旭岡四区
448,西桔梗
544,西波止場・函館ビヤホール前
227,西堀病院前
635,二艘間
1126,荷卸松
1180,濁川（久遠線）
774,濁川（濁川線）
776,濁川西部一区
777,濁川西部二区
125,西大沼
1232,西高校前
1127,西丹羽
1036,西浜
1035,西浜会館前
818,西三ツ石
708,西山
1225,日進
1043,荷菱内
73,仁山
74,仁山駅通
102,蒜沢
740,沼尻
273,根崎
272,根崎競技場前
277,根崎神社前
276,根崎保育園前
271,熱帯植物園前
127,年金保養基地入口
85,農業試験場前
250,農住団地北口
248,農住団地中央通
177,乃木町
930,農道前
739,野田生駅前
165,はこだて未来大学
489,函館高専前
491,函館大学前
1,函館バスセンター
538,函館朝市前
401,函館公園
400,函館公園通
433,函館自動車学校前
222,函館青年寮前
364,函館税務署入口
156,函館地方気象台前
486,函館バス団地
541,はこだてビール前
407,函館盲学校前
582,花園団地裏
460,花園団地通
461,花園町
602,花びしホテル前
199,湯元花の湯前
591,柏稜高校前
439,函館フットボールパーク前
6,万代町
617,函館山山頂
317,浜町
322,原木
919,博多
920,博多公宅前
52,萩野
1350,函館新幹総合車両所
1333,函館どつく前
1305,函館八幡宮前
1227,函館泌尿器科前
1310,函館リッチホテル前
963,橋本町
53,八軒家
1306,八幡小学校前
79,発電所前
1151,花石
1149,花石橋
1194,花歌
755,花浦
1161,花岡
581,花通橋
1356,花びしホテル前
1026,浜中（熊石）
683,浜中（鹿部駅線）
1111,浜中（上ノ国）
808,ハマナスグリーンパーク前
878,はまなす団地入口
746,浜松
745,浜松温泉
50,浜分小学校前
938,林
1335,早瀬
1102,原歌
946,原口
947,原口漁港前
440,日吉営業所前
237,東陣川
574,東富岡郵便局前
516,東畑
459,東本通
45,東港
456,東山公園
257,東山ゴルフ場
457,東山団地
236,東山町
235,東山町西
258,東山ニュータウン
487,東山墓園裏
231,東山墓園前
446,東山見晴台団地下
176,人見町
589,人見町団地前
462,日吉町１丁目
437,日吉町４丁目
266,広野町
325,日浦
347,東古武井
553,東浜桟橋前
344,日ノ浜団地
629,美呂泊
667,ピリカ浜
431,日吉４丁目団地
695,東大沼
693,東大沼温泉
22,東久根別
1038,東関内
1131,東丹羽
738,東野
25,東浜2丁目
837,東本町
56,東前
710,東山
1181,左股
901,人見坂
1291,日の出町１３
1317,日乃出郵便局前
690,ひまわり団地
712,姫川
1068,姫川学校前
1130,桧山北高校前
1189,桧山トンネル
959,檜山振興局裏
995,檜山振興局前
993,檜山神社下
892,日向
1340,日吉が丘小学校入口
1294,日吉中央通１
1295,日吉中央通２
1164,平里
1049,平田内
1048,平浜
1153,美利河ダム前
40,フェリー入口
41,フェリー前
608,深堀団地入口
179,深堀中学校前
367,深堀町
186,附属中学校前
397,船見町
288,古川町
673,古部
321,ふれあい湯遊館
515,舟木橋
854,福井谷地
890,福島
891,福島漁港前
888,福島商業高校前
948,福山
951,福山中央
970,伏木戸
1315,藤岡眼科前
116,藤城
721,富士見町
1183,二俣
1185,二俣学校前
1215,太櫓
1212,太櫓川尻
1214,太櫓小学校前
1217,ふとろ荘前
1064,船越
1275,文月
1300,フレスポ戸倉前
850,文化交流センター
312,弁才町
834,蛇内
405,変電所前
1213,弁天岬
383,棒二森屋前
198,ホーマックスーパーデポ石川町店前
555,保育園通
238,放光寺
399,宝来町
615,宝来町１２
46,北大裏
14,北大前
552,北方民族資料館
546,北方歴史資料館
606,ホテル入川・湯の川グランドホテル前...
603,ホテル新松前
146,堀川町
171,堀川町中通
244,本通１丁目
246,本通小学校裏
245,本通小学校前
426,本通新橋
249,本通中学校前
580,本通２丁目
247,本通農協前
1231,ポールスターショッピングセンター前...
666,ポン木直
1348,豊生園
887,北電変電所前
1247,北斗市役所
26,北斗市役所通
27,北斗消防署
61,北斗消防署北分署
118,北海道昆布館前
1311,ホテルグランティア前
1309,ホテルネッツ・ホテル法華クラブ前
731,本石倉
727,本茅部
65,本郷
679,本別
678,本別入口
680,本別神社前
1187,ポン金ヶ沢
2,松風町
377,松川町
588,的場公園前
173,的場中学校前
172,的場町
587,的場町団地前
9,万年橋
510,米原
654,磨光小学校前
554,摩周丸前
508,鱒川入口
519,馬揚
133,松原団地
134,松原団地中央
204,松原通
874,前浜
1308,磨光
903,松浦
1354,松風町・グループホームそよかぜ前
917,松城
925,松前高校前
926,松前出張所
949,松前役場前
921,松前病院前
956,まなびっく
961,円山町
1059,万寿山
649,南茅部支所前
11,港
12,港小学校通
43,港小学校前
13,港中学校前
784,港町
223,南石川
99,南桔梗
96,南昭和
577,美原１丁目３６
556,美原５丁目４６
559,美原５丁目３７
560,美原５丁目４４
185,美原３丁目
492,見晴団地
252,見晴通
211,見晴通入口
182,美原台
191,美原台団地
190,美原台団地入口
189,美原台東
562,美原４丁目９
563,美原４丁目７
561,美原４丁目２７
241,宮の苑
361,宮前町
205,南大川
653,岬
650,宮前
1001,水堀
886,三岳第二
